r	sigma
100	-258.9377169
101.010101	-267.2751933
102.020202	-274.1952664
103.030303	-279.6979363
104.040404	-283.7832029
105.0505051	-286.4510663
106.0606061	-287.7015265
107.0707071	-287.5345834
108.0808081	-285.9502371
109.0909091	-282.9484876
110.1010101	-278.5293348
111.1111111	-272.6927788
112.1212121	-265.4388196
113.1313131	-256.7674571
114.1414141	-246.6786914
115.1515152	-235.1725225
116.1616162	-222.2489503
117.1717172	-216.364006
118.1818182	-218.1012974
119.1919192	-219.1993293
120.2020202	-219.6581016
121.2121212	-219.4776143
122.2222222	-218.6578674
123.2323232	-217.198861
124.2424242	-215.100595
125.2525253	-212.3630694
126.2626263	-208.9862843
127.2727273	-204.9702395
128.2828283	-200.3149352
129.2929293	-195.0203714
130.3030303	-189.0865479
131.3131313	-182.5134649
132.3232323	-175.3011223
133.3333333	-167.4495202
134.3434343	-167.1621473
135.3535354	-166.527892
136.3636364	-165.5467545
137.3737374	-164.2187345
138.3838384	-162.5438322
139.3939394	-160.5220476
140.4040404	-158.1533806
141.4141414	-155.4378313
142.4242424	-152.3753996
143.4343434	-148.9660855
144.4444444	-145.2098891
145.4545455	-141.1068104
146.4646465	-136.6568493
147.4747475	-131.8600059
148.4848485	-126.7162801
149.4949495	-121.2256719
150.5050505	-117.7866331
151.5151515	-116.5056534
152.5252525	-115.0197774
153.5353535	-113.3290052
154.5454545	-111.4333368
155.5555556	-109.3327722
156.5656566	-107.0273114
157.5757576	-104.5169544
158.5858586	-101.8017012
159.5959596	-98.88155176
160.6060606	-95.75650616
161.6161616	-92.42656436
162.6262626	-88.89172636
163.6363636	-85.15199216
164.6464646	-81.20736175
165.6565657	-77.05783515
166.6666667	-72.70341235
167.6767677	-70.99365661
168.6868687	-69.16810093
169.6969697	-67.22674529
170.7070707	-65.16958971
171.7171717	-62.99663418
172.7272727	-60.7078787
173.7373737	-58.30332327
174.7474747	-55.78296789
175.7575758	-53.14681257
176.7676768	-50.39485729
177.7777778	-47.52710207
178.7878788	-44.5435469
179.7979798	-41.44419178
180.8080808	-38.22903671
181.8181818	-34.8980817
182.8282828	-31.45132673
183.8383838	-28.80441402
184.8484848	-27.00601318
185.8585859	-25.15670524
186.8686869	-23.25649019
187.8787879	-21.30536803
188.8888889	-19.30333876
189.8989899	-17.25040238
190.9090909	-15.1465589
191.9191919	-12.9918083
192.9292929	-10.78615059
193.9393939	-8.529585781
194.9494949	-6.222113858
195.959596	-3.863734826
196.969697	-1.454448686
197.979798	1.005744564
198.989899	3.516844923
200	6.07885239
