r	sigma
100	-18.98076279
101.010101	-27.2782294
102.020202	-34.16508655
103.030303	-39.64133425
104.040404	-43.7069725
105.0505051	-46.36200129
106.0606061	-47.60642063
107.0707071	-47.44023052
108.0808081	-45.86343095
109.0909091	-42.87602193
110.1010101	-38.47800346
111.1111111	-32.66937553
112.1212121	-25.45013815
113.1313131	-16.82029132
114.1414141	-6.779835034
115.1515152	4.671230705
116.1616162	17.5329059
117.1717172	23.34413117
118.1818182	21.52903778
119.1919192	20.35672888
120.2020202	19.82720446
121.2121212	19.94046452
122.2222222	20.69650905
123.2323232	22.09533807
124.2424242	24.13695157
125.2525253	26.82134954
126.2626263	30.148532
127.2727273	34.11849893
128.2828283	38.73125035
129.2929293	43.98678624
130.3030303	49.88510662
131.3131313	56.42621147
132.3232323	63.61010081
133.3333333	71.43677462
134.3434343	71.68636725
135.3535354	72.2835184
136.3636364	73.22822807
137.3737374	74.52049626
138.3838384	76.16032297
139.3939394	78.14770819
140.4040404	80.48265194
141.4141414	83.1651542
142.4242424	86.19521499
143.4343434	89.57283429
144.4444444	93.29801212
145.4545455	97.37074846
146.4646465	101.7910433
147.4747475	106.5588967
148.4848485	111.6743086
149.4949495	117.137279
150.5050505	120.5560748
151.5151515	121.8214367
152.5252525	123.288678
153.5353535	124.9577988
154.5454545	126.828799
155.5555556	128.9016786
156.5656566	131.1764377
157.5757576	133.6530762
158.5858586	136.3315942
159.5959596	139.2119916
160.6060606	142.2942684
161.6161616	145.5784247
162.6262626	149.0644605
163.6363636	152.7523756
164.6464646	156.6421702
165.6565657	160.7338443
166.6666667	165.0273978
167.6767677	166.7011128
168.6868687	168.4992575
169.6969697	170.4218319
170.7070707	172.468836
171.7171717	174.6402698
172.7272727	176.9361332
173.7373737	179.3564264
174.7474747	181.9011492
175.7575758	184.5703017
176.7676768	187.363884
177.7777778	190.2818959
178.7878788	193.3243375
179.7979798	196.4912087
180.8080808	199.7825097
181.8181818	203.1982404
182.8282828	206.7384007
183.8383838	207.823488
184.8484848	206.4003277
185.8585859	205.0306978
186.8686869	203.7145982
187.8787879	202.452029
188.8888889	201.2429901
189.8989899	200.0874816
190.9090909	198.9855035
191.9191919	197.9370557
192.9292929	196.9421383
193.9393939	196.0007513
194.9494949	195.1128946
195.959596	194.2785683
196.969697	193.4977724
197.979798	192.7705068
198.989899	192.0967716
200	191.4765667
