max_level	ndof	nel	wallclock	cpu	err_u_max	err_u_avg	err_sigma_r_max	err_sigma_r_avg	err_sigma_t_max	err_sigma_t_avg
1	135	3	2.5884271	7.359375	0.003384668961	0.0008028174949	68.47278116	7.809140855	65.35134488	10.68412392
2	135	3	4.687523	22.0625	0.0009334898558	0.0003795826217	73.66886017	9.11435002	70.23643103	11.54780975
3	384	31	11.0344169	68.03125	0.0001485338296	8.288542816e-05	18.91691416	2.606283479	19.68464394	3.44866086
4	999	150	71.9672903	516.59375	0.002292896567	0.0005457599282	9.274866721	1.511389123	7.89079295	2.734683856
