r	sigma
100	-309.7630858
101.010101	-308.8248917
102.020202	-307.6209298
103.030303	-306.1512001
104.040404	-304.4157027
105.0505051	-302.4144375
106.0606061	-300.1474045
107.0707071	-297.6146037
108.0808081	-294.8160351
109.0909091	-291.7516988
110.1010101	-288.4215946
111.1111111	-284.8257227
112.1212121	-280.9640831
113.1313131	-276.8366756
114.1414141	-272.4435004
115.1515152	-267.7845574
116.1616162	-262.8598466
117.1717172	-257.7178311
118.1818182	-252.6492897
119.1919192	-247.7026853
120.2020202	-242.8780181
121.2121212	-238.1752879
122.2222222	-233.5944949
123.2323232	-229.1356389
124.2424242	-224.7987201
125.2525253	-220.5837383
126.2626263	-216.4906937
127.2727273	-212.5195862
128.2828283	-208.6704157
129.2929293	-204.9431824
130.3030303	-201.3378862
131.3131313	-197.8545271
132.3232323	-194.4931051
133.3333333	-191.2536202
134.3434343	-188.0702037
135.3535354	-184.8769872
136.3636364	-181.6739706
137.3737374	-178.4611538
138.3838384	-175.238537
139.3939394	-172.00612
140.4040404	-168.7639029
141.4141414	-165.5118857
142.4242424	-162.2500684
143.4343434	-158.978451
144.4444444	-155.6970334
145.4545455	-152.4058158
146.4646465	-149.104798
147.4747475	-145.7939801
148.4848485	-142.4733622
149.4949495	-139.1429441
150.5050505	-135.8055864
151.5151515	-132.4784527
152.5252525	-129.1644034
153.5353535	-125.8634386
154.5454545	-122.5755582
155.5555556	-119.3007623
156.5656566	-116.0390508
157.5757576	-112.7904239
158.5858586	-109.5548813
159.5959596	-106.3324233
160.6060606	-103.1230497
161.6161616	-99.92676053
162.6262626	-96.74355584
163.6363636	-93.57343562
164.6464646	-90.41639986
165.6565657	-87.27244856
166.6666667	-84.14158172
167.6767677	-81.04337705
168.6868687	-77.99741225
169.6969697	-75.00368734
170.7070707	-72.06220231
171.7171717	-69.17295716
172.7272727	-66.33595188
173.7373737	-63.55118649
174.7474747	-60.81866098
175.7575758	-58.13837534
176.7676768	-55.51032959
177.7777778	-52.93452371
178.7878788	-50.41095771
179.7979798	-47.9396316
180.8080808	-45.52054536
181.8181818	-43.153699
182.8282828	-40.83909252
183.8383838	-38.56448414
184.8484848	-36.25642319
185.8585859	-33.90266789
186.8686869	-31.50321823
187.8787879	-29.05807421
188.8888889	-26.56723585
189.8989899	-24.03070313
190.9090909	-21.44847605
191.9191919	-18.82055462
192.9292929	-16.14693884
193.9393939	-13.42762871
194.9494949	-10.66262422
195.959596	-7.851925378
196.969697	-4.995532183
197.979798	-2.093444634
198.989899	0.8543372686
200	3.847813525
