u	P
0	0
0.01054355935	18.24855
0.02108778343	36.4971
0.03163149325	54.74565
0.04217573208	72.9942
0.05271960854	91.24275
0.06340222339	109.4913
0.0763234309	127.73985
0.09376140415	145.9884
0.1182568901	164.23695
0.162850207	182.4855
