u	P
0	0
0.01053417557	18.24855
0.02106835113	36.4971
0.0316025267	54.74565
0.04213670226	72.9942
0.05267087783	91.24275
0.06327201464	109.4913
0.07630027029	127.73985
0.0934969183	145.9884
0.1184383573	164.23695
0.1623230584	182.4855
