r	sigma
100	101.3854474
100.5025126	101.9886321
101.0050251	102.6331887
101.5075377	103.3175613
102.0100503	104.0402234
102.5125628	104.7996771
103.0150754	105.5944528
103.5175879	106.4231089
104.0201005	107.2842309
104.5226131	108.1764314
105.0251256	109.0983492
105.5276382	110.0486492
106.0301508	111.0260218
106.5326633	112.0291822
107.0351759	113.0568703
107.5376884	114.1078501
108.040201	115.1809092
108.5427136	116.2748583
109.0452261	117.3885308
109.5477387	118.5207825
110.0502513	119.6704908
110.5527638	120.8365546
111.0552764	122.0178938
111.5577889	123.2134487
112.0603015	124.4221797
112.5628141	125.6430668
113.0653266	126.8751095
113.5678392	128.1173258
114.0703518	129.3687524
114.5728643	130.628444
115.0753769	131.8954729
115.5778894	133.1689286
116.080402	134.4479178
116.5829146	135.7315633
117.0854271	137.0190045
117.5879397	138.3093963
118.0904523	139.6019092
118.5929648	140.8957289
119.0954774	142.1900556
119.5979899	143.4841042
120.1005025	144.7771037
120.6030151	146.0682969
121.1055276	147.3569399
121.6080402	148.6423024
122.1105528	149.9236665
122.6130653	151.2003273
123.1155779	152.4715921
123.6180905	153.73678
124.120603	154.9952223
124.6231156	156.2462614
125.1256281	157.489251
125.6281407	158.7204324
126.1306533	159.9419989
126.6331658	161.1542114
127.1356784	162.3565706
127.638191	163.5485918
128.1407035	164.7298044
128.6432161	165.8997518
129.1457286	167.0579909
129.6482412	168.204092
130.1507538	169.3376385
130.6532663	170.4565389
131.1557789	171.5562782
131.6582915	172.6404781
132.160804	173.7086247
132.6633166	174.7602122
133.1658291	175.7947423
133.6683417	176.8126086
134.1708543	177.8280094
134.6733668	178.8430854
135.1758794	179.8574067
135.678392	180.87055
136.1809045	181.8820989
136.6834171	182.8916439
137.1859296	183.8987818
137.6884422	184.9031161
138.1909548	185.9042567
138.6934673	186.9018195
139.1959799	187.8954268
139.6984925	188.8847068
140.201005	189.8692934
140.7035176	190.8488268
141.2060302	191.8229524
141.7085427	192.7913214
142.2110553	193.7535905
142.7135678	194.7094217
143.2160804	195.6584824
143.718593	196.6004451
144.2211055	197.5349874
144.7236181	198.4617919
145.2261307	199.3805461
145.7286432	200.2909424
146.2311558	201.1926777
146.7336683	202.0854537
147.2361809	202.9689767
147.7386935	203.8429574
148.241206	204.7071107
148.7437186	205.5611562
149.2462312	206.4048174
149.7487437	207.2378219
150.2512563	208.0599017
150.7537688	208.8707926
151.2562814	209.6702342
151.758794	210.4579701
152.2613065	211.2337476
152.7638191	211.9973178
153.2663317	212.7484355
153.7688442	213.4856109
154.2713568	214.2080869
154.7738693	214.9172534
155.2763819	215.6128878
155.7788945	216.2947722
156.281407	216.962693
156.7839196	217.6164408
157.2864322	218.2558106
157.7889447	218.8806018
158.2914573	219.4906176
158.7939698	220.0856656
159.2964824	220.665557
159.798995	221.2301075
160.3015075	221.7791362
160.8040201	222.3124662
161.3065327	222.8299246
161.8090452	223.3313417
162.3115578	223.816552
162.8140704	224.2853933
163.3165829	224.7377068
163.8190955	225.1733376
164.321608	225.5921339
164.8241206	225.9939474
165.3266332	226.3786331
165.8291457	226.7460493
166.3316583	227.0960576
166.8341709	227.0880239
167.3366834	226.3971474
167.839196	225.712149
168.3417085	225.0328219
168.8442211	224.3589611
169.3467337	223.6903643
169.8492462	223.026831
170.3517588	222.3681629
170.8542714	221.7141638
171.3567839	221.0646396
171.8592965	220.419398
172.361809	219.7782489
172.8643216	219.1410042
173.3668342	218.5074775
173.8693467	217.8774845
174.3718593	217.2508427
174.8743719	216.6273716
175.3768844	216.0068921
175.879397	215.3892275
176.3819095	214.7742024
176.8844221	214.1616432
177.3869347	213.5513784
177.8894472	212.9432377
178.3919598	212.3370527
178.8944724	211.7326568
179.3969849	211.1298848
179.8994975	210.5285731
180.4020101	209.9285599
180.9045226	209.3296847
181.4070352	208.7317888
181.9095477	208.1347147
182.4120603	207.5383067
182.9145729	206.9424104
183.4170854	206.3468729
183.919598	205.7515427
184.4221106	205.1562699
184.9246231	204.5609057
185.4271357	203.9653029
185.9296482	203.3693156
186.4321608	202.7727992
186.9346734	202.1756104
187.4371859	201.5776073
187.9396985	200.9786493
188.4422111	200.378597
188.9447236	199.7773122
189.4472362	199.1746581
189.9497487	198.570499
190.4522613	197.9647003
190.9547739	197.3571289
191.4572864	196.7476526
191.959799	196.1361405
192.4623116	195.5224628
192.9648241	194.9064907
193.4673367	194.2880967
193.9698492	193.6671545
194.4723618	193.0435384
194.9748744	192.4171244
195.4773869	191.787789
195.9798995	191.1554101
196.4824121	190.5198666
196.9849246	189.8810382
197.4874372	189.2388057
197.9899497	188.5930511
198.4924623	187.9436571
198.9949749	187.2905075
199.4974874	186.633487
200	185.9724813
