u	P
0	0
0.01053409012	18.24855
0.02106877934	36.4971
0.03160775782	54.74565
0.04214162239	72.9942
0.05267827678	91.24275
0.06328421018	109.4913
0.07637200403	127.73985
0.09404419083	145.9884
0.1185826021	164.23695
0.163136538	182.4855
