max_level	ndof	nel	wallclock	cpu	err_u_max	err_u_avg	err_sigma_r_max	err_sigma_r_avg	err_sigma_t_max	err_sigma_t_avg
1	72	9	1.5514085	12.21875	0.000493533102	0.0001414174494	6.873513575	0.9680236806	8.693566319	0.8613298863
2	72	12	3.7881066	23.328125	0.001101286478	0.0003032631125	6.362859489	0.898743001	9.54890125	0.9009760372
3	174	54	10.3496687	55.84375	0.001357571301	0.0001807375178	1.722855138	0.2827629221	5.07413705	0.5454178512
