r	hill	L2	QI	QI_C0
168.6868687	36.66656718	34.36310048	34.53619684	34.19919639
169.6969697	36.37071793	34.08640668	34.25695319	33.91563353
170.7070707	36.08182963	33.81619773	33.98423904	33.64823535
171.7171717	35.79969876	33.55247363	33.71805439	33.39700184
172.7272727	35.52412888	33.29523438	33.45839923	33.161933
173.7373737	35.25493038	33.04438558	33.20518294	32.91940861
174.7474747	34.99192018	32.79905398	32.9575671	32.65565202
175.7575758	34.73492148	32.55902717	32.71534778	32.40525079
176.7676768	34.4837635	32.32430515	32.47852497	32.16820491
177.7777778	34.23828125	32.09488793	32.24709868	31.9445144
178.7878788	33.99831531	31.8707755	32.0210689	31.73417924
179.7979798	33.7637116	31.65196786	31.80043564	31.53719944
180.8080808	33.53432116	31.43821877	31.58490906	31.31408478
181.8181818	33.31	31.22902033	31.37389135	31.09244256
182.8282828	33.09060885	31.02435714	31.16736442	30.88192196
183.8383838	32.87601301	30.82422922	30.96532825	30.68252298
184.8484848	32.66608218	30.62863656	30.76778286	30.49424562
185.8585859	32.46069029	30.43757916	30.57472823	30.31708988
186.8686869	32.25971532	30.25103697	30.38614823	30.14291728
187.8787879	32.06303917	30.06834819	30.20151021	29.94624025
188.8888889	31.87054753	29.88919194	30.02055592	29.75889809
189.8989899	31.68212968	29.71356822	29.84328535	29.58089078
190.9090909	31.49767844	29.54147705	29.66969852	29.41221833
191.9191919	31.31708995	29.3729184	29.4997954	29.25288074
192.9292929	31.14026365	29.20789229	29.33357602	29.102878
193.9393939	30.96710205	29.04643442	29.1710877	28.94160078
194.9494949	30.79751072	28.88869155	29.01252503	28.77477586
195.959596	30.6313981	28.73467956	28.85790905	28.61585706
196.969697	30.46867547	28.58439843	28.70723976	28.46484437
197.979798	30.30925677	28.43784818	28.56051717	28.32173781
198.989899	30.15305859	28.2950288	28.41774127	28.18653735
200	30	28.15594029	28.27891206	28.05924302
