r	sigma
100	-41.25605224
101.010101	-45.0694128
102.020202	-48.16166622
103.030303	-50.5328125
104.040404	-52.18285165
105.0505051	-53.11178365
106.0606061	-53.31960851
107.0707071	-52.80632624
108.0808081	-51.57193682
109.0909091	-49.61644026
110.1010101	-46.93983657
111.1111111	-43.54212573
112.1212121	-39.42330776
113.1313131	-34.58338264
114.1414141	-29.02235039
115.1515152	-22.74021099
116.1616162	-15.73696446
117.1717172	-8.149678034
118.1818182	-0.8007552401
119.1919192	6.172736673
120.2020202	12.77079771
121.2121212	18.99342786
122.2222222	24.84062713
123.2323232	30.31239552
124.2424242	35.40873303
125.2525253	40.12963966
126.2626263	44.47511541
127.2727273	48.44516027
128.2828283	52.03977426
129.2929293	55.25895737
130.3030303	58.10270959
131.3131313	60.57103094
132.3232323	62.6639214
133.3333333	64.38138098
134.3434343	65.98599237
135.3535354	67.74033824
136.3636364	69.6444186
137.3737374	71.69823345
138.3838384	73.90178278
139.3939394	76.2550666
140.4040404	78.7580849
141.4141414	81.41083769
142.4242424	84.21332497
143.4343434	87.16554673
144.4444444	90.26750298
145.4545455	93.51919372
146.4646465	96.92061894
147.4747475	100.4717786
148.4848485	104.1726728
149.4949495	108.0233015
150.5050505	111.9988461
151.5151515	115.950395
152.5252525	119.8531297
153.5353535	123.7070501
154.5454545	127.5121562
155.5555556	131.2684481
156.5656566	134.9759258
157.5757576	138.6345891
158.5858586	142.2444383
159.5959596	145.8054731
160.6060606	149.3176938
161.6161616	152.7811001
162.6262626	156.1956922
163.6363636	159.5614701
164.6464646	162.8784337
165.6565657	166.146583
166.6666667	169.3659181
167.6767677	172.4875257
168.6868687	175.4624924
169.6969697	178.2908183
170.7070707	180.9725033
171.7171717	183.5075476
172.7272727	185.8959509
173.7373737	188.1377135
174.7474747	190.2328352
175.7575758	192.1813161
176.7676768	193.9831561
177.7777778	195.6383554
178.7878788	197.1469137
179.7979798	198.5088313
180.8080808	199.724108
181.8181818	200.7927439
182.8282828	201.7147389
183.8383838	202.4893647
184.8484848	203.1122509
185.8585859	203.5826689
186.8686869	203.9006189
187.8787879	204.0661008
188.8888889	204.0791145
189.8989899	203.9396602
190.9090909	203.6477378
191.9191919	203.2033474
192.9292929	202.6064888
193.9393939	201.8571621
194.9494949	200.9553674
195.959596	199.9011046
196.969697	198.6943737
197.979798	197.3351747
198.989899	195.8235076
200	194.1593724
